(+)-alpha-pinene	CC1=CCC2CC1C2(C)C
Hexadecanedioyl Coenzyme A	CC(C)(COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])C(C(=O)NCCC(=O)NCCSC(=O)CCCCCCCCCCCCCCC(=O)[O-])O
Hexanoate (N-C6:0)	CCCCCC(=O)[O-]
Hexanoyl Carnitine	CCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C
Histidyl-Arginyl-Cysteine	C1=C(NC=N1)CC(C(=O)NC(CCCN=C(N)N)C(=O)NC(CS)C(=O)O)N
Histidyl-Arginyl-Serine	C1=C(NC=N1)CC(C(=O)NC(CCCN=C(N)N)C(=O)NC(CO)C(=O)O)N
Histidyl-Glutaminyl-Alanine	CC(C(=O)O)NC(=O)C(CCC(=O)N)NC(=O)C(CC1=CN=CN1)N
Histidyl-Glutamyl-Glutamine	C1=C(NC=N1)CC(C(=O)NC(CCC(=O)O)C(=O)NC(CCC(=O)N)C(=O)O)N
Histidyl-Histidyl-Lysine	C1=C(NC=N1)CC(C(=O)NC(CC2=CN=CN2)C(=O)NC(CCCCN)C(=O)O)N
Histidyl-Lysyl-Alanine	CC(C(=O)O)NC(=O)C(CCCCN)NC(=O)C(CC1=CN=CN1)N
Histidyl-Lysyl-Isoleucine	CCC(C)C(C(=O)O)NC(=O)C(CCCCN)NC(=O)C(CC1=CN=CN1)N
Histidyl-Lysyl-Lysine	C1=C(NC=N1)CC(C(=O)NC(CCCCN)C(=O)NC(CCCCN)C(=O)O)N
Histidyl-Lysyl-Threonine	CC(C(C(=O)O)NC(=O)C(CCCCN)NC(=O)C(CC1=CN=CN1)N)O
Histidyl-Lysyl-Valine	CC(C)C(C(=O)O)NC(=O)C(CCCCN)NC(=O)C(CC1=CN=CN1)N
Histidyl-Methionine	CSCCC(C(=O)O)NC(=O)C(CC1=CN=CN1)N
Histidyl-Methionyl-Glutamine	CSCCC(C(=O)NC(CCC(=O)N)C(=O)O)NC(=O)C(CC1=CN=CN1)N
Histidyl-Phenylalanyl-Arginine	C1=CC=C(C=C1)CC(C(=O)NC(CCCN=C(N)N)C(=O)O)NC(=O)C(CC2=CN=CN2)N
Histidyl-Prolyl-Lysine	C1CC(N(C1)C(=O)C(CC2=CN=CN2)N)C(=O)NC(CCCCN)C(=O)O
Histidyl-Tryptophanyl-Histidine	C1=CC=C2C(=C1)C(=CN2)CC(C(=O)NC(CC3=CN=CN3)C(=O)O)NC(=O)C(CC4=CN=CN4)N
Homocitrulline	C(CCNC(=O)N)CC(C(=O)O)N
I-Antigen	CCCCCCCCCCCCCC=CC(C(COC1C(C(C(C(O1)CO)OC2C(C(C(C(O2)CO)O)OC3C(C(C(C(O3)CO)OC4C(C(C(C(O4)CO)O)OC5C(C(C(C(O5)CO)OC6C(C(C(C(O6)CO)O)O)O)O)NC(=O)C)O)O)NC(=O)C)O)O)O)NC(=O)C)O
IDP	C1=NC2=C(C(=O)N1)N=CN2C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O
IMP	C1=NC2=C(C(=O)N1)N=CN2C3C(C(C(O3)COP(=O)(O)O)O)O
ITP	C1=NC2=C(C(=O)N1)N=CN2C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O
IV2Fuc-nLc4Cer	CCCCCCCCCCCCCC=CC(C(COC1C(C(C(C(O1)CO)OC2C(C(C(C(O2)CO)O)OC3C(C(C(C(O3)CO)OC4C(C(C(C(O4)CO)O)O)OC5C(C(C(C(O5)C)O)O)O)O)NC(=O)C)O)O)O)NC(=O)C)O
Indole	C1=CC=C2C(=C1)C=CN2
Indoxyl	C1=CC=C2C(=C1)C(=CN2)O
Indoxyl Sulfate	C1=CC=C2C(=C1)C(=CN2)OS(=O)(=O)O
Isoleucyl-Arginyl-Isoleucine	CCC(C)C(C(=O)NC(CCCN=C(N)N)C(=O)NC(C(C)CC)C(=O)O)N
Isoleucyl-Asparaginyl-Histidine	CCC(C)C(C(=O)NC(CC(=O)N)C(=O)NC(CC1=CN=CN1)C(=O)O)N
K+	[K+]
L-1-pyrroline-3-hydroxy-5-carboxylate	C1C(C=NC1C(=O)O)O
L-2-amino-3-oxobutanoic acid	CC(=O)C(C(=O)O)N
L-2-aminoadipate	C(CC(C(=O)O)N)CC(=O)O
L-3-amino-isobutanoate	CC(CN)C(=O)O
L-3-cyanoalanine	C(C#N)C(C(=O)O)N
L-4-hydroxyglutamate semialdehyde	C(C(C=O)O)C(C(=O)O)N
L-Alanyl-L-Leucine	CC(C)CC(C(=O)O)NC(=O)C(C)N
L-Homocystine	C(CSSCCC(C(=O)O)N)C(C(=O)O)N
L-Leucyl-L-Serine	CC(C)CC(C(=O)NC(CO)C(=O)O)N
L-Prolinylglycine	C1CC(NC1)CONCC(=O)O
L-arabinose	C1C(C(C(C(O1)O)O)O)O
L-arabitol	C(C(C(C(CO)O)O)O)O
L-carnitine	C[N+](C)(C)CC(CC(=O)[O-])O
L-cystathionine	C(CSCC(C(=O)O)N)C(C(=O)O)N
L-cysteate	C(C(C(=O)O)N)S(=O)(=O)O
L-dopa	C1=CC(=C(C=C1CC(C(=O)O)N)O)O
L-dopachrome	C1C(NC2=CC(=O)C(=O)C=C21)C(=O)O
L-dopaquinone	C1=CC(=O)C(=O)C=C1CC(C(=O)O)N
L-erythro-4-hydroxyglutamate	C(C(C(=O)O)N)C(C(=O)O)O
L-erythrulose	C(C(C(=O)CO)O)O
L-formylkynurenine	C1=CC=C(C(=C1)C(=O)CC(C(=O)O)N)NC=O
L-fuculose	CC(C(C(C(=O)CO)O)O)O
L-glutamate 5-semialdehyde	C(CC(C(=O)O)N)C=O
L-gulonate	C(C(C(C(C(C(=O)[O-])O)O)O)O)O
L-gulono-1,4-lactone	C(C(C1C(C(C(=O)O1)O)O)O)O
L-hydroxylysine	C(CC(C(=O)O)N)C(CN)O
L-iditol	C(C(C(C(C(CO)O)O)O)O)O
L-iduronic acid	C1(C(C(OC(C1O)O)C(=O)O)O)O
L-lactate	CC(C(=O)[O-])O
L-lyxonate	C(C(C(C(C(=O)O)O)O)O)O
L-metanephrine	CNCC(C1=CC(=C(C=C1)O)OC)O
L-octanoylcarnitine	CCCCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C
L-oleoylcarnitine	CCCCCCCCC=CCCCCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C
L-palmitoylcarnitine	CCCCCCCCCCCCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C
L-pipecolate	C1CCNC(C1)C(=O)O
L-sorbose	C1C(C(C(C(O1)(CO)O)O)O)O
L-xylonate	C(C(C(C(C(=O)[O-])O)O)O)O
L-xylulose	C(C(C(C(=O)CO)O)O)O
LTD4	CCCCCC=CCC=CC=CC=CC(C(CCCC(=O)O)O)SCC(C(=O)NCC(=O)O)N
Leucyl-Alanyl-Arginine	CC(C)CC(C(=O)NC(C)C(=O)NC(CCCN=C(N)N)C(=O)O)N
Leucyl-Aspartyl-Lysine	CC(C)CC(C(=O)NC(CC(=O)O)C(=O)NC(CCCCN)C(=O)O)N
Leucyl-Glycine	CC(C)CC(C(=O)NCC(=O)O)N
Leucyl-Leucyl-Tryptophan	CC(C)CC(C(=O)NC(CC(C)C)C(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)O)N
Leucyl-Proline	CC(C)CC(C(=O)N1CCCC1C(=O)O)N
Leucyl-Prolyl-Arginine	CC(C)CC(C(=O)N1CCCC1C(=O)NC(CCCN=C(N)N)C(=O)O)N
Leucyl-Seryl-Tryptophan	CC(C)CC(C(=O)NC(CO)C(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)O)N
Leucyl-Tryptophan	CC(C)CC(C(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)O)N
Leucyl-Tryptophanyl-Arginine	CC(C)CC(C(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)NC(CCCN=C(N)N)C(=O)O)N
Leucyl-Tyrosyl-Tyrosine	CC(C)CC(C(=O)NC(CC1=CC=C(C=C1)O)C(=O)NC(CC2=CC=C(C=C2)O)C(=O)O)N
Leucyl-Valine	CC(C)CC(C(=O)NC(C(C)C)C(=O)O)N
Leucylleucine	CC(C)CC(C(=O)NC(CC(C)C)C(=O)O)N
Li+	[Li+]
Linoleoyl Ethanolamide	CCCCCC=CCC=CCCCCCCCC(=O)NCCO
Lithocholic acid 3-sulfate	CC(CCC(=O)O)C1CCC2C1(CCC3C2CCC4C3(CCC(C4)OS(=O)(=O)O)C)C
Losartan	CCCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NNN=N4)CO)Cl
Losartan-N1-glucuronide	CCCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NN=NN4C5C(C(C(C(O5)C(=O)O)O)O)O)CO)Cl
Lysopc A C28:0	CCCCCCCCCCCCCCCCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC[N+](C)(C)C)O
Lysophosphatidic Acid	CCCCCCCCC=CCCCCCCCC(=O)OCC(COP(=O)(O)O)O
Lysyl-Arginyl-Leucine	CC(C)CC(C(=O)O)NC(=O)C(CCCN=C(N)N)NC(=O)C(CCCCN)N
Lysyl-Cysteinyl-Histidine	C1=C(NC=N1)CC(C(=O)O)NC(=O)C(CS)NC(=O)C(CCCCN)N
Lysyl-Glutaminyl-Phenylalanine	C1=CC=C(C=C1)CC(C(=O)O)NC(=O)C(CCC(=O)N)NC(=O)C(CCCCN)N
Lysyl-Lysyl-Lysine	C(CCN)CC(C(=O)NC(CCCCN)C(=O)NC(CCCCN)C(=O)O)N
Lysyl-Phenylalanyl-Isoleucine	CCC(C)C(C(=O)O)NC(=O)C(CC1=CC=CC=C1)NC(=O)C(CCCCN)N
Lysyl-Tryptophanyl-Arginine	C1=CC=C2C(=C1)C(=CN2)CC(C(=O)NC(CCCN=C(N)N)C(=O)O)NC(=O)C(CCCCN)N
Lysyl-Tyrosyl-Isoleucine	CCC(C)C(C(=O)O)NC(=O)C(CC1=CC=C(C=C1)O)NC(=O)C(CCCCN)N
Lysyl-Valyl-Phenylalanine	CC(C)C(C(=O)NC(CC1=CC=CC=C1)C(=O)O)NC(=O)C(CCCCN)N
Lysyl-Valyl-Tryptophan	CC(C)C(C(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)O)NC(=O)C(CCCCN)N
Melanin	CC1=C2C3=C(C4=CNC5=C(C(=O)C(=O)C(=C45)C3=CN2)C)C(=O)C1=O
Menaquinone-10	CC1=C(C(=O)C2=CC=CC=C2C1=O)CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C
Menaquinone-11	CC1=C(C(=O)C2=CC=CC=C2C1=O)CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C
Menaquinone-7	CC1=C(C(=O)C2=CC=CC=C2C1=O)CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C
Menaquinone-8	CC1=C(C(=O)C2=CC=CC=C2C1=O)CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C
Menaquinone-9	CC1=C(C(=O)C2=CC=CC=C2C1=O)CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C
Methanethiol	CS
Methionyl-Arginyl-Leucine	CC(C)CC(C(=O)O)NC(=O)C(CCCN=C(N)N)NC(=O)C(CCSC)N
Methionyl-Asparaginyl-Tyrosine	CSCCC(C(=O)NC(CC(=O)N)C(=O)NC(CC1=CC=C(C=C1)O)C(=O)O)N
Methionyl-Glutaminyl-Tyrosine	CSCCC(C(=O)NC(CCC(=O)N)C(=O)NC(CC1=CC=C(C=C1)O)C(=O)O)N
Methionyl-Glycyl-Arginine	CSCCC(C(=O)NCC(=O)NC(CCCN=C(N)N)C(=O)O)N
Methionyl-Histidyl-Lysine	CSCCC(C(=O)NC(CC1=CN=CN1)C(=O)NC(CCCCN)C(=O)O)N
Methionyl-Methionyl-Isoleucine	CCC(C)C(C(=O)O)NC(=O)C(CCSC)NC(=O)C(CCSC)N
Methionyl-Phenylalanyl-Arginine	CSCCC(C(=O)NC(CC1=CC=CC=C1)C(=O)NC(CCCN=C(N)N)C(=O)O)N
Methionyl-Tryptophanyl-Phenylalanine	CSCCC(C(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)NC(CC3=CC=CC=C3)C(=O)O)N
Methylcobalamin	[CH3-].CC1=CC2=C(C=C1C)N(C=N2)C3C(C(C(O3)CO)OP(=O)([O-])OC(C)CNC(=O)CCC4(C(C5C6(C(C(C(=C(C7=NC(=CC8=NC(=C(C4=N5)C)C(C8(C)C)CCC(=O)N)C(C7(C)CC(=O)N)CCC(=O)N)C)[N-]6)CCC(=O)N)(C)CC(=O)N)C)CC(=O)N)C)O.[Co+3]
Mg2+	[Mg+2]
Midazolam	CC1=NC=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4F
N(omega)-(ADP-D-ribosyl)-L-arginine	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OCC4C(C(C(O4)NC(=NCCCC(C(=O)O)N)N)O)O)O)O)N
N,N-dimethylindoliumolate	C[N+]1(C=CC2=CC(=C(C=C21)O)[O-])C
N-(omega)-hydroxyarginine	C(CC(C(=O)O)N)CN=C(N)NO
N-Acetyl-Tyrosine	CC(=O)NC(CC1=CC=C(C=C1)O)C(=O)O
N-Acetylleucine	CC(C)CC(C(=O)O)NC(=O)C
N-Acetylvanilalanine	CC(=O)NC(CC1=CC(=C(C=C1)O)OC)C(=O)O
N-acetyl-5-methoxykynuramine	CC(=O)NCCC(=O)C1=C(C=CC(=C1)OC)N
N-acetyl-D-glucosaminyldiphosphodolichol	CC(CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C)CCOP(=O)(O)OP(=O)(O)OC1C(C(C(C(O1)CO)O)O)NC(=O)C
N-acetyl-D-glucosaminylphosphatidylinositol	CC(=O)NC1C(C(C(OC1OC2C(C(C(C(C2OP(=O)(O)OCC(COC(=O)C)OC(=O)C)O)O)O)O)CO)O)O
N-acetyl-D-mannosamine	CC(=O)NC1C(C(C(OC1O)CO)O)O
N-acetyl-L-alanine	CC(C(=O)O)NC(=O)C
N-acetyl-L-asparagine	CC(=O)NC(CC(=O)N)C(=O)O
N-acetyl-L-aspartate	CC(=O)NC(CC(=O)O)C(=O)O
N-acetyl-L-cysteine	CC(=O)NC(CS)C(=O)O
N-acetyl-L-glutamate	CC(=O)NC(CCC(=O)O)C(=O)O
N-acetyl-L-glutamate 5-semialdehyde	CC(=O)NC(CCC=O)C(=O)O
N-acetyl-L-glutamate-5-phosphate	CC(=O)NC(CCC(=O)OP(=O)([O-])[O-])C(=O)[O-]
N-acetyl-LTE4	CCCCCC=CCC=CC=CC=CC(C(CCCC(=O)O)O)SCC(C(=O)O)NC(=O)C
N-acetyl-O-acetylneuraminate	CC(=O)NC1C(CC(OC1C(C(COC(=O)C)O)O)(C(=O)O)O)O
N-acetyl-beta-D-glucosaminylamine	CC(=O)NC1C(C(C(OC1N)CO)O)O
N-acetyl-serotonin	CC(=O)NCCC1=CNC2=C1C=C(C=C2)O
N-acetyl-seryl-aspartyl-lysyl-proline	CC(=O)NC(CO)C(=O)NC(CC(=O)O)C(=O)NC(CCCCN)C(=O)N1CCCC1C(=O)O
N-acetylgalactosamine	CC(=O)NC1C(C(C(OC1O)CO)O)O
N-acetylgalactosamine-1-phosphate	CC(=O)NC1C(C(C(OC1OP(=O)(O)O)CO)O)O
N-acetylglucosamine	CC(=O)NC1C(C(C(OC1O)CO)O)O
N-acetylglucosamine-1-phosphate	CC(=O)NC1C(C(C(OC1OP(=O)(O)O)CO)O)O
N-acetylglucosamine-6-phosphate	CC(=O)NC1C(C(C(OC1O)COP(=O)(O)O)O)O
N-acetylmannosamine-6-phosphate	CC(=O)NC(C=O)C(C(C(COP(=O)(O)O)O)O)O
N-acetylmethionine	CC(=O)NC(CCSC)C(=O)O
N-acetylmuramate	CC(C(=O)O)OC1C(C(OC(C1O)CO)O)NC(=O)C
N-acetylmuramoyl-ala	CC(C(=O)O)NC(=O)C(C)OC1C(C(OC(C1O)CO)O)NC(=O)C
N-acetylneuraminate	CC(=O)NC1C(CC(OC1C(C(CO)O)O)(C(=O)O)O)O
N-acetylornithine	CC(=O)NC(CCCN)C(=O)O
N-acetylputrescine	CC(=O)NCCCCN
N-arachidonoylglycine	CCCCCC=CCC=CCC=CCC=CCCCC(=O)NCC(=O)O
N-carbamoyl-L-aspartate	C(C(C(=O)O)NC(=O)N)C(=O)O
N-desmethyl-rosuvastatin	CC(C)C1=NC(=NC(=C1C=CC(CC(CC(=O)O)O)O)C2=CC=C(C=C2)F)NS(=O)(=O)C
N-formimino-L-glutamate	C(CC(=O)O)C(C(=O)O)N=CN
N-formyl-GAR	C(C1C(C(C(O1)NC(=O)CNC=O)O)O)OP(=O)(O)O
N-formyl-L-glutamate	C(CC(=O)O)C(C(=O)O)NC=O
N-hydroxy-1-aminonaphthalene	C1=CC=C2C(=C1)C=CC=C2NO
N-methyl-4,6,7-trihydroxy-1,2,3,4-tetrahydroisoquinoline	CN1CC(C2=CC(=C(C=C2C1)O)O)O
N-methylethanolamine-phosphate	CNCCOP(=O)(O)O
N-methylputrescine	CNCCCCN
N-methylsalsolinol	CC1C2=CC(=C(C=C2CCN1C)O)O
N-methylserotonin	CNCCC1=CNC2=C1C=C(C=C2)O
N-methyltryptamine	CNCCC1=CNC2=CC=CC=C21
N-methyltyramine	CNCCC1=CC=C(C=C1)O
N-nitrosomethanamine	CNN=O
N-pantothenoylcysteine	CC(C)(CO)C(C(=O)NCCC(=O)NC(CS)C(=O)O)O
N-retinylidene-N-retinylethanolamine	CC1=C(C(CCC1)(C)C)C=CC(=CC=CC2=CC(=[N+](C=C2)CCO)C=C(C)C=CC=C(C)C=CC3=C(CCCC3(C)C)C)C
N-trimethyl-2-aminoethylphosphonate	C[N+](C)(C)CCOP(=O)(O)O
N1,N12-diacetylspermine	CC(=O)NCCCNCCCCNCCCNC(=O)C
N1,N8-diacetylspermidine	CC(=O)NCCCCNCCCNC(=O)C
N1-acetylspermidine	CC(=O)NCCCNCCCCN
N1-acetylspermine	CC(=O)NCCCNCCCCNCCCN
N1-methyl-2-pyridone-5-carboxamide	CN1C=C(C=CC1=O)C(=O)N
N1-methyl-4-pyridone-5-carboxamide	CN1C=CC(=O)C(=C1)C(=O)N
N4-(acetyl-beta-D-glucosaminyl)asparagine	CC(=O)NC1C(C(C(OC1NC(=O)CC(C(=O)O)N)CO)O)O
N4-acetylaminobutanal	CC(=O)NCCCC=O
N6,N6,N6-trimethyl-L-lysine	C[N+](C)(C)CCCCC(C(=O)[O-])N
N8-acetylspermidine	CC(=O)NCCCCNCCCN
NAD+	C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N
NADH	C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O
NADP+	C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O)C(=O)N
NADPH	C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O
NAPQI	CC(=O)N=C1C=CC(=O)C=C1
NG,NG-dimethyl-L-arginine	CN(C)C(=NCCCC(C(=O)O)N)N
NH3	N
NH4+	[NH4+]
NNAL-N-glucuronide	CN(CCCC(C1=C[N+](=CC=C1)C2C(C(C(C(O2)C(=O)[O-])O)O)O)O)N=O
NO	[No]
Na+	[Na+]
Nordazepam	C1C(=O)NC2=C(C=C(C=C2)Cl)C(=N1)C3=CC=CC=C3
O-Arachidonoyl Ethanolamine	CCCCCC=CCC=CCC=CCC=CCCCC(=O)OCCN
O-acetylcarnitine	CC(=O)OC(CC(=O)[O-])C[N+](C)(C)C
O-butanoylcarnitine	CCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C
O-phospho-L-homoserine	C(COP(=O)(O)O)C(C(=O)O)N
O-propanoylcarnitine	CCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C
O2	O=O
OAA	C(C(=O)C(=O)O)C(=O)O
Oleoyl Ethanolamide	CCCCCCCCC=CCCCCCCCC(=O)NCCO
P-Cresol	CC1=CC=C(C=C1)O
P-Cresol Sulfate	CC1=CC=C(C=C1)OS(=O)(=O)O
PA6	CCCCC(=O)OCC(COP(=O)(O)O)OC=O
PAPS	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OS(=O)(=O)O)OP(=O)(O)O)O)N
PEP	C=C(C(=O)O)OP(=O)(O)O
PGH3	CCC=CCC(C=CC1C2CC(C1CC=CCCCC(=O)O)OO2)O
PNP	C1=CC(=CC=C1[N+](=O)[O-])O
PRPP	C(C1C(C(C(O1)OP(=O)(O)OP(=O)(O)O)O)O)OP(=O)(O)O
Palmitoylethanolamide	CCCCCCCCCCCCCCCC(=O)NCCO
Pectin	C1(C(C(OC(C1O)O)C(=O)O)O)O
Phenylalanyl-Asparaginyl-Methionine	CSCCC(C(=O)O)NC(=O)C(CC(=O)N)NC(=O)C(CC1=CC=CC=C1)N
Phenylalanyl-Aspartate	C1=CC=C(C=C1)CC(C(=O)NC(CC(=O)O)C(=O)O)N
Phenylalanyl-Glutaminyl-Phenylalanine	C1=CC=C(C=C1)CC(C(=O)NC(CCC(=O)N)C(=O)NC(CC2=CC=CC=C2)C(=O)O)N
Phenylalanyl-Leucine	CC(C)CC(C(=O)O)NC(=O)C(CC1=CC=CC=C1)N
Phenylalanyl-Leucyl-Histidine	CC(C)CC(C(=O)NC(CC1=CN=CN1)C(=O)O)NC(=O)C(CC2=CC=CC=C2)N
Phenylalanyl-Lysyl-Alanine	CC(C(=O)O)NC(=O)C(CCCCN)NC(=O)C(CC1=CC=CC=C1)N
Phenylalanyl-Lysyl-Proline	C1CC(N(C1)C(=O)C(CCCCN)NC(=O)C(CC2=CC=CC=C2)N)C(=O)O
Phenylalanyl-Phenylalanine	C1=CC=C(C=C1)CC(C(=O)NC(CC2=CC=CC=C2)C(=O)O)N
Phenylalanyl-Prolyl-Arginine	C1CC(N(C1)C(=O)C(CC2=CC=CC=C2)N)C(=O)NC(CCCN=C(N)N)C(=O)O
Phenylalanyl-Seryl-Tryptophan	C1=CC=C(C=C1)CC(C(=O)NC(CO)C(=O)NC(CC2=CNC3=CC=CC=C32)C(=O)O)N
Phenylalanyl-Threonyl-Lysine	CC(C(C(=O)NC(CCCCN)C(=O)O)NC(=O)C(CC1=CC=CC=C1)N)O
Phenylalanyl-Tryptophanyl-Leucine	CC(C)CC(C(=O)O)NC(=O)C(CC1=CNC2=CC=CC=C21)NC(=O)C(CC3=CC=CC=C3)N
Phenylalanyl-Tyrosine	C1=CC=C(C=C1)CC(C(=O)NC(CC2=CC=C(C=C2)O)C(=O)O)N
Phosphatidyl-N-Dimethylethanolamine	CN(C)CCO
Phytanate	CC(C)CCCC(C)CCCC(C)CCCC(C)CC(=O)O
Phytosphingosine-1-Phosphate	CCCCCCCCCCCCCCC(C(C(COP(=O)(O)O)N)O)O
Pristanoyl Coenzyme A	CC(C)CCCC(C)CCCC(C)CCCC(C)C(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O
Prolyl-Arginyl-Cysteine	C1CC(NC1)C(=O)NC(CCCN=C(N)N)C(=O)NC(CS)C(=O)O
Prolyl-Asparaginyl-Cysteine	C1CC(NC1)C(=O)NC(CC(=O)N)C(=O)NC(CS)C(=O)O
Prolyl-Cysteine	C1CC(NC1)C(=O)NC(CS)C(=O)O
Prolyl-Glutaminyl-Proline	C1CC(NC1)C(=O)NC(CCC(=O)N)C(=O)N2CCCC2C(=O)O
Prolyl-Histidine	C1CC(NC1)C(=O)NC(CC2=CN=CN2)C(=O)O
Prolyl-Histidyl-Tyrosine	C1CC(NC1)C(=O)NC(CC2=CN=CN2)C(=O)NC(CC3=CC=C(C=C3)O)C(=O)O
Prolyl-Leucyl-Arginine	CC(C)CC(C(=O)NC(CCCN=C(N)N)C(=O)O)NC(=O)C1CCCN1
Prolyl-Lysyl-Proline	C1CC(NC1)C(=O)NC(CCCCN)C(=O)N2CCCC2C(=O)O
Prolyl-Phenylalanine	C1CC(NC1)C(=O)NC(CC2=CC=CC=C2)C(=O)O
Prolyl-Prolyl-Arginine	C1CC(NC1)C(=O)N2CCCC2C(=O)NC(CCCN=C(N)N)C(=O)O
Prolyl-Prolyl-Proline	C1CC(NC1)C(=O)N2CCCC2C(=O)N3CCCC3C(=O)O
Prolyl-Tryptophanyl-Lysine	C1CC(NC1)C(=O)NC(CC2=CNC3=CC=CC=C32)C(=O)NC(CCCCN)C(=O)O
Prolyl-Tryptophanyl-Threonine	CC(C(C(=O)O)NC(=O)C(CC1=CNC2=CC=CC=C21)NC(=O)C3CCCN3)O
Prolyl-Valyl-Glutamine	CC(C)C(C(=O)NC(CCC(=O)N)C(=O)O)NC(=O)C1CCCN1
Pseudoecgonine	CN1C2CCC1C(C(C2)O)C(=O)O
S-(1,2-dichlorovinyl)glutathione	C(CC(=O)NC(CSC(=CCl)Cl)C(=O)NCC(=O)O)C(C(=O)O)N
S-(11-OH-9-deoxy-delta9,12-PGD2)-glutathione	CCCCCC(CC=C1C(CC(C1CC=CCCCC(=O)O)SCC(C(=O)NCC(=O)O)NC(=O)CCC(C(=O)O)N)O)O
S-(11-hydroxy-9-deoxy-delta12-PGD2)-glutathione	CCCCCC(CC(C1C(CCC1O)CC=CCCCC(=O)O)SCC(C(=O)NCC(=O)O)NC(=O)CCC(C(=O)O)N)O
S-(2,2-dichloro-1-hydroxy)ethyl glutathione	C(CC(=O)NC(CSC(C(Cl)Cl)O)C(=O)NCC(=O)O)C(C(=O)O)N
S-(2-chloroacetyl)glutathione	C(CC(=O)NC(CSC(=O)CCl)C(=O)NCC(=O)O)C(C(=O)O)N
S-(2-hydroxyethyl)glutathione	C(CC(=O)NC(CSCCO)C(=O)NCC(=O)O)C(C(=O)O)N
S-(2-methylbutanoyl)-dihydrolipoamide	CCC(C)C(=O)SCCC(CCCCC(=O)N)S
S-(2-methylpropanoyl)-dihydrolipoamide	CC(C)C(=O)SCCC(CCCCC(=O)N)S
S-(3-methylbutanoyl)-dihydrolipoamide	CC(C)CC(=O)SCCC(CCCCC(=O)N)S
S-(9-deoxy-delta12-PGD2)-glutathione	CCCCCC(CC(C1C(CCC1=O)CC=CCCCC(=O)O)SCC(C(=O)NCC(=O)O)NC(=O)CCC(C(=O)O)N)O
S-(9-deoxy-delta9,12-PGD2)-glutathione	CCCCCC(CC=C1C(C(CC1=O)SCC(C(=O)NCC(=O)O)NC(=O)CCC(C(=O)O)N)CC=CCCCC(=O)O)O
