(+)-alpha-pinene	CC1=CCC2CC1C2(C)C
4,4-dimethyl-14alpha-formyl-5alpha-cholesta-8,24-dien-3beta-ol	CC(CCC=C(C)C)C1CCC2(C1(CCC3=C2CCC4C3(CCC(C4(C)C)O)C)C)C=O
4,4-dimethyl-14alpha-formyl-5alpha-cholesta-8-en-3beta-ol	CC(C)CCCC(C)C1CCC2(C1(CCC3=C2CCC4C3(CCC(C4(C)C)O)C)C)C=O
4,4-dimethyl-14alpha-hydroxymethyl-5alpha-cholesta-8,24-dien-3beta-ol	CC(CCC=C(C)C)C1CCC2(C1(CCC3=C2CCC4C3(CCC(C4(C)C)O)C)C)CO
4,4-dimethyl-14alpha-hydroxymethyl-5alpha-cholesta-8-en-3beta-ol	CC(C)CCCC(C)C1CCC2(C1(CCC3=C2CCC4C3(CCC(C4(C)C)O)C)C)CO
4,4-dimethyl-5alpha-cholesta-8,14,24-trien-3beta-ol	CC(CCC=C(C)C)C1CC=C2C1(CCC3=C2CCC4C3(CCC(C4(C)C)O)C)C
4,4-dimethyl-5alpha-cholesta-8,14-dien-3-beta-ol	
4,4-dimethyl-5alpha-cholesta-8-en-3-beta-ol	CC(C)CCCC(C)C1CCC2C1(CCC3=C2CCC4C3(CCC(C4(C)C)O)C)C
4,5-dihydro-4-hydroxy-5-S-glutathionyl-benzo[a]pyrene	C1=CC=C2C3=C4C(=CC2=C1)C(C(C5=CC=CC(=C54)C=C3)O)SCC(C(=O)NCC(=O)O)NC(=O)CCC(C(=O)O)N
4,6,7-trihydroxy-1,2,3,4-tetrahydroisoquinoline	C1C(C2=CC(=C(C=C2CN1)O)O)O
4,6-dihydroxyquinoline	C1=CC2=C(C=C1O)C(=O)C=CN2
4,7,10,13-Hexadecatetraenoyl Coenzyme A	
4,7,10-Hexadecatrienoyl Coenzyme A	
4,7-Decadienoyl Coenzyme A	
4,8,12-trimethyltridecanoyl-CoA	CC(C)CCCC(C)CCCC(C)CCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O
4,8-Dimethylnonanoyl Coenzyme A	
4,8-dihydroxyquinoline	C1=CC2=C(C(=C1)O)NC=CC2=O
4,8-dimethylnonanoylcarnitine	CC(C)CCCC(C)CCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C
4-(2-amino-3-hydroxyphenyl)-2,4-dioxobutanoate	C1=CC(=C(C(=C1)O)N)C(=O)CC(=O)C(=O)O
4-(2-amino-3-hydroxyphenyl)-4-oxobutanoic acid-O-glucoside	
4-(2-aminophenyl)-2,4-dioxobutanoate	C1=CC=C(C(=C1)C(=O)CC(=O)C(=O)O)N
4-(methylnitrosamino)-1-(1-oxido-3-pyridinyl)-1-butanone	CN(CCCC(=O)C1=C[N+](=CC=C1)[O-])N=O
4-(methylnitrosamino)-1-(3-pyridyl)-1-butanol	CN(CCCC(C1=CN=CC=C1)O)N=O
4-(methylnitrosamino)-1-(3-pyridyl)-1-butanol glucuronide	CN(CCCC(C1=CN=CC=C1)OC2C(C(C(C(O2)C(=O)O)O)O)O)N=O
4-(methylnitrosamino)-1-(3-pyridyl-N-oxide)-1-butanol	CN(CCCC(C1=C[N+](=CC=C1)[O-])O)N=O
4-(n-nitrosomethylamino)-1-(3-pyridyl)-1-butanone	CN(CCCC(=O)C1=CN=CC=C1)N=O
4-(nitrosoamino)-1-(3-pyridinyl)-1-butanone	C1=CC(=CN=C1)C(=O)CCCNN=O
4-Hydroxy-Butyrate	
4-Methyl-Thio-Oxo-Butyrate	
4-OH-13-cis-retinal	
4-OH-9-cis-retinal	
4-OH-midazolam	
4-OH-midazolam-glucuronide	
4-OH-retinal	CC1=C(C(C(CC1)O)(C)C)C=CC(=CC=CC(=CC=O)C)C
4-S-Glutathionyl-5,6-Dihydroxyindoline	C1CNC2=CC(=C(C(=C21)SCC(C(=O)NCC(=O)O)NC(=O)CCC(C(=O)O)N)O)O
4-[(hydroxymethyl)nitrosoamino]-1-(3-pyridinyl)-1-butanone	C1=CC(=CN=C1)C(=O)CCCN(CO)N=O
4-acetamidobutanoate	CC(=O)NCCCC(=O)O
4-aminobutanal	C(CC=O)CN
4-aminobutyrate	C(CC(=O)O)CN
4-androstene-3,17-dione	CC12CCC(=O)C=C1CCC3C2CCC4(C3CCC4=O)C
4-beta-OH-gliclazide	
4-bromo-3,5-cyclohexadiene-1,2-dione	C1=CC(=O)C(=O)C=C1Br
4-bromocatechol	C1=CC(=C(C=C1Br)O)O
4-bromophenol	C1=CC(=CC=C1O)Br
4-bromophenol-2,3-epoxide	C1=C(C2C(O2)C(=C1)Br)O
4-cholesten-7alpha,12alpha,24(S)-triol-3-one	CC(C)C(CCC(C)C1CCC2C1(C(CC3C2C(CC4=CC(=O)CCC34C)O)O)C)O
4-cholesten-7alpha,12alpha,27-triol-3-one	CC(CCCC(C)C1CCC2C1(C(CC3C2C(CC4=CC(=O)CCC34C)O)O)C)CO
4-cholesten-7alpha,24(S)-diol-3-one	CC(C)C(CCC(C)C1CCC2C1(CCC3C2C(CC4=CC(=O)CCC34C)O)C)O
4-cholesten-7alpha,27-diol-3-one	
4-cis-decenoyl-CoA	CCCCCC=CCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O
4-coumarate	C1=CC(=CC=C1C=CC(=O)O)O
4-coumaroyl-CoA	CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)C=CC4=CC=C(C=C4)O)O
4-hydroperoxy-2-nonenal	CCCCCC(C=CC=O)OO
4-hydroxy-1-(3-pyridinyl)-1-butanone	C1=CC(=CN=C1)C(=O)CCCO
4-hydroxy-17beta-estradiol	CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4O)O
4-hydroxy-17beta-estradiol-2-S-glutathione	CC12CCC3C(C1CCC2O)CCC4=C(C(=C(C=C34)SCC(C(=O)NCC(=O)O)NC(=O)CCC(C(=O)O)N)O)O
4-hydroxy-2-nonenal	CCCCCC(C=CC=O)O
4-hydroxy-2-oxoglutarate	C(C(C(=O)O)O)C(=O)C(=O)O
4-hydroxy-2-quinolinecarboxylic acid	C1=CC=C2C(=C1)C(=O)C=C(N2)C(=O)O
4-hydroxy-4-(methylnitrosoamino)-1-(3-pyridinyl)-1-butanone	CN(C(CCC(=O)C1=CN=CC=C1)O)N=O
4-hydroxy-all-trans-retinoate	CC1=C(C(CCC1O)(C)C)C=CC(=CC=CC(=CC(=O)O)C)C
4-hydroxy-atorvastatin-acid / para-hydroxy-atorvastatin acid	
4-hydroxy-atorvastatin-lactone / para-hydroxy-atorvastatin lactone	
4-hydroxy-debrisoquine	
4-hydroxy-tolbutamide	CCCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)CO
4-hydroxybenzoate	C1=CC(=CC=C1C(=O)O)[O-]
4-hydroxybenzoyl-CoA	CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)C4=CC=C(C=C4)O)O
4-hydroxyestrone	CC12CCC3C(C1CCC2=O)CCC4=C3C=CC(=C4O)O
4-hydroxyestrone-2-S-glutathione	CC12CCC3C(C1CCC2=O)CCC4=C(C(=C(C=C34)SCC(C(=O)NCC(=O)O)NC(=O)CCC(C(=O)O)N)O)O
4-hydroxyphenylacetaldehyde	C1=CC(=CC=C1CC=O)O
4-hydroxyphenylacetate	C1=CC(=CC=C1CC(=O)O)O
4-hydroxyphenyllactate	C1=CC(=CC=C1CC(C(=O)O)O)O
4-hydroxyphenylpyruvate	C1=CC(=CC=C1CC(=O)C(=O)O)O
4-hydroxyretinoic acid	CC1=C(C(CCC1O)(C)C)C=CC(=CC=CC(=CC(=O)O)C)C
4-hydroxyvitamin A1	
4-imidazolone-5-propanoate	C1=NC(C(=O)N1)CCC(=O)O
4-maleylacetoacetate	C(C(=O)CC(=O)O)C(=O)C=CC(=O)O
4-methoxy-17beta-estradiol	CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4OC)O
4-methoxyestrone	CC12CCC3C(C1CCC2=O)CCC4=C3C=CC(=C4OC)O
4-methyl-2-oxopentanoate	CC(C)CC(=O)C(=O)O
4-methyl-pentanoyl-CoA	
4-methyl-trans-2-pentenoyl-CoA	
4-methylthio-2-oxobutanoic acid	CSCCC(=O)C(=O)O
4-nitrocatechol	C1=CC(=C(C=C1[N+](=O)[O-])O)O
4-nitrophenyl-phosphate	C1=CC(=CC=C1[N+](=O)[O-])OP(=O)(O)O
4-nitrophenyl-sulfate	C1=CC(=CC=C1[N+](=O)[O-])OS(=O)(=O)O
4-oxo-1-(3-pyridyl)-1-butanone	C1=CC(=CN=C1)C(=O)CCC=O
4-oxo-13-cis-retinoate	CC1=C(C(C(=O)CC1)(C)C)C=CC(=CC=CC(=CC(=O)O)C)C
4-oxo-2-nonenal	CCCCCC(=O)C=CC=O
4-oxo-9-cis-retinal	
4-oxo-9-cis-retinoate	
4-oxo-9-cis-retinoyl-beta-glucuronide	CC1=C(C(C(=O)CC1)(C)C)C=CC(=CC=CC(=CC(=O)OC2C(C(C(C(O2)C(=O)O)O)O)O)C)C
4-oxo-all-trans-retinoate	CC1=C(C(CCC1=O)(C)C)C=CC(=CC=CC(=CC(=O)O)C)C
4-oxoretinol	CC1=C(C(CCC1=O)(C)C)C=CC(=CC=CC(=CCO)C)C
4-pyridoxate	CC1=NC=C(C(=C1O)C(=O)O)CO
4-trimethylammoniobutanal	C[N+](C)(C)CCCC=O
4alpha-carboxy-4beta-methyl-5alpha-cholesta-8,24-dien-3beta-ol	CC(CCC=C(C)C)C1CCC2C1(CCC3=C2CCC4C3(CCC(C4(C)C(=O)O)O)C)C
4alpha-carboxy-4beta-methyl-5alpha-cholesta-8-en-3beta-ol	CC(C)CCCC(C)C1CCC2C1(CCC3=C2CCC4C3(CCC(C4(C)C(=O)O)O)C)C
4alpha-carboxy-5alpha-cholesta-8,24-dien-3beta-ol	CC(CCC=C(C)C)C1CCC2C1(CCC3=C2CCC4C3(CCC(C4C(=O)O)O)C)C
4alpha-carboxy-5alpha-cholesta-8-en-3beta-ol	CC(C)CCCC(C)C1CCC2C1(CCC3=C2CCC4C3(CCC(C4C(=O)O)O)C)C
4alpha-formyl-4beta-methyl-5alpha-cholesta-8,24-dien-3beta-ol	CC(CCC=C(C)C)C1CCC2C1(CCC3=C2CCC4C3(CCC(C4(C)C=O)O)C)C
4alpha-formyl-4beta-methyl-5alpha-cholesta-8-en-3beta-ol	CC(C)CCCC(C)C1CCC2C1(CCC3=C2CCC4C3(CCC(C4(C)C=O)O)C)C
4alpha-formyl-5alpha-cholesta-8,24-dien-3beta-ol	CC(CCC=C(C)C)C1CCC2C1(CCC3=C2CCC4C3(CCC(C4C=O)O)C)C
4alpha-formyl-5alpha-cholesta-8-en-3beta-ol	CC(C)CCCC(C)C1CCC2C1(CCC3=C2CCC4C3(CCC(C4C=O)O)C)C
4alpha-hydroxymethyl-4beta-methyl-5alpha-cholesta-8,24-dien-3beta-ol	CC(CCC=C(C)C)C1CCC2C1(CCC3=C2CCC4C3(CCC(C4(C)CO)O)C)C
4alpha-hydroxymethyl-4beta-methyl-5alpha-cholesta-8-en-3beta-ol	CC(C)CCCC(C)C1CCC2C1(CCC3=C2CCC4C3(CCC(C4(C)CO)O)C)C
4alpha-hydroxymethyl-5alpha-cholesta-8,24-dien-3beta-ol	CC(CCC=C(C)C)C1CCC2C1(CCC3=C2CCC4C3(CCC(C4CO)O)C)C
4alpha-hydroxymethyl-5alpha-cholesta-8-en-3beta-ol	CC(C)CCCC(C)C1CCC2C1(CCC3=C2CCC4C3(CCC(C4CO)O)C)C
4alpha-hydroxytetrahydrobiopterin	CC(C(C1CN=C2C(N1)(C(=O)NC(=N2)N)O)O)O
4alpha-methyl-5alpha-cholesta-8-en-3-one	CC1C2CCC3=C(C2(CCC1=O)C)CCC4(C3CCC4C(C)CCCC(C)C)C
4alpha-methyl-cholesta-8-enol	CC1C2CCC3=C(C2(CCC1O)C)CCC4(C3CCC4C(C)CCCC(C)C)C
4alpha-methylzymosterol	CC1C2CCC3=C(C2(CCC1O)C)CCC4(C3CCC4C(C)CCC=C(C)C)C
5(S),12(R)-dihydroxy-eicosa-2,8-trans-6,14-cis-tetraenoyl-CoA	
5(S),6(S)-epoxy-15(R)-HEPE	
5(S)-HEPE	CCC=CCC=CCC=CCC=CC=CC(CCCC(=O)O)O
5(S)-HETE	CCCCCC=CCC=CCC=CC=CC(CCCC(=O)O)O
5(S)-HPETE	CCCCCC=CCC=CCC=CC=CC(CCCC(=O)O)OO
5(S)-HpEPE	CCC=CCC=CCC=CCC=CC=CC(CCCC(=O)O)OO
5,10-methenyl-THF	C1C2CN(C=[N+]2C3=C(N1)N=C(NC3=O)N)C4=CC=C(C=C4)C(=O)NC(CCC(=O)O)C(=O)[O-]
5,10-methylene-THF	C1C2CN(CN2C3=C(N1)N=C(NC3=O)N)C4=CC=C(C=C4)C(=O)NC(CCC(=O)O)C(=O)O
5,12,18R-TriHEPE	CCC(C=CC=CCC(C=CC=CC=CC(CCCC(=O)O)O)O)O
5,12,20-TriHETE	C(CCC=CCC(C=CC=CC=CC(CCCC(=O)O)O)O)CCO
5,12-DiHETE	CCCCCC=CCC(C=CC=CC=CC(CCCC(=O)O)O)O
5,12-dihydroxy-(6E)-LTB5	
5,15-DiHETE	CCCCCC(C=CC=CCC=CC=CC(CCCC(=O)O)O)O
5,6-DHET	CCCCCC=CCC=CCC=CCC(C(CCCC(=O)O)O)O
5,6-Dihydrouracil	C1CNC(=O)NC1=O
5,6-EET	CCCCCC=CCC=CCC=CCC1C(O1)CCCC(=O)O
5,6-dihydroxyindole	C1=CNC2=CC(=C(C=C21)O)O
5,6-dihydroxyindole-2-carboxylate	C1=C2C=C(NC2=CC(=C1O)O)C(=O)O
5,6-epoxy,(18R)-HEPE	
5,6-epoxy-(8Z)-tetradecenoic acid	
5,6-epoxy-3-alpha-iso-pravastatin	
5,6-epoxytetraene	CCCCCC(C=CC=CC=CC=CC1C(O1)CCCC(=O)O)O
5,8,11,14,17-Eicosapentenoic Acid	CCC=CCC=CCC=CCC=CCC=CCCCC(=O)O
5,8,11,14,17-Eicosapentenoyl Coenzyme A	
5,8,11,14-Eicosatetraenoyl Coenzyme A	
5,8,11-Tetradecatrienoyl Coenzyme A	
5,8-Tetradecadienoyl Coenzyme A	
5,8-epoxy-13-cis-retinoate	
5-(3-pyridyl)-2-hydroxytetrahydrofuran	C1CC(OC1C2=CN=CC=C2)O
5-Dodecenoyl Coenzyme A	
5-Hydroxyhexanoic Acid	CC(CCCC(=O)O)O
5-L-gamma-glutamyl	
5-Octenoyl Coenzyme A	
5-Phosphonooxy-L-lysine	C(CC(C(=O)O)N)C(CN)OP(=O)(O)O
5-S-Cysteinyldopamine	C1=C(C=C(C(=C1O)O)SCC(C(=O)O)N)CCN
5-S-Cysteinylglycine Dopa	
5-S-cysteinyldopa	C1=C(C=C(C(=C1O)O)SCC(C(=O)O)N)CC(C(=O)O)N
5-S-glutathionyl-L-dopa	C1=C(C=C(C(=C1O)O)SCC(C(=O)NCC(=O)O)NC(=O)CCC(C(=O)O)N)CC(C(=O)O)N
5-S-glutathionyl-dopamine	
5-alpha-dihydrotestosterone	CC12CCC(=O)CC1CCC3C2CCC4(C3CCC4O)C
5-amino-2-oxopentanoic acid	C(CC(=O)C(=O)O)CN
5-aminolevulinate	C(CC(=O)O)C(=O)CN
5-androstene-3,17-dione	CC12CCC3C(C1CCC2=O)CC=C4C3(CCC(=O)C4)C
5-carboxy-alpha-chromanol	
5-carboxy-gamma-chromanol	
5-formiminotetrahydrofolate	C1C(N(C2=C(N1)N=C(NC2=O)N)C=N)CNC3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O
5-formyl-THF	
5-guanidino-2-oxopentanoate	C(CC(=O)C(=O)[O-])CN=C(N)N
5-hydroxy-L-tryptophan	C1=CC2=C(C=C1O)C(=CN2)CC(C(=O)O)N
5-hydroxy-N-formylkynurenine	C1=CC(=C(C=C1O)C(=O)CC(C(=O)O)N)NC=O
5-hydroxy-fluvastatin	CC(C)N1C2=CC=CC=C2C(=C1C=CC(CC(CC(=O)O)O)(O)O)C3=CC=C(C=C3)F
5-hydroxy-fluvastatin-glucuronide	
5-hydroxy-omeprazole	
5-hydroxyindoleacetaldehyde	C1=CC2=C(C=C1O)C(=CN2)CC=O
5-hydroxyindoleacetate	C1=CC2=C(C=C1O)C(=CN2)CC(=O)O
5-hydroxyisourate	C12=NC(=O)NC1(C(=O)NC(=O)N2)O
5-hydroxykynurenamine	C1=CC(=C(C=C1O)C(=O)CCN)N
5-hydroxykynurenine	C1=CC(=C(C=C1O)C(=O)CC(C(=O)O)N)N
5-hydroxytryptophol	C1=CC2=C(C=C1O)C(=CN2)CCO
5-methoxytryptophol	COC1=CC2=C(C=C1)NC=C2CCO
5-methyl-THF	CN1C(CNC2=C1C(=O)NC(=N2)N)CNC3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O
5-methylthioadenosine	CSCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)O
5-nitro-gamma-tocopherol	CC1=C(C2=C(CCC(O2)(C)CCCC(C)CCCC(C)CCCC(C)C)C(=C1O)[N+](=O)[O-])C
5-oxo-(6E)-12-epi-LTB4	
5-oxo-12(R)-hydroxy-eicosa-(2E,8E,10E,14Z)-tetraenoyl-CoA	
5-oxo-12(R)-hydroxy-eicosa-(8E,10E,14Z)-trienoyl-CoA	
5-oxo-12(S)-hydroxy-eicosa-(2E,8E,10E,14Z)-tetraenoyl-CoA	
5-oxo-12(S)-hydroxy-eicosa-(8E,10E,14Z)-trienoyl-CoA	
5-oxo-12-HETE	CCCCCC=CCC(C=CC=CC=CC(=O)CCCC(=O)O)O
5-oxo-6-trans-LTB4	
5-oxo-EPE	CCC=CCC=CCC=CCC=CC=CC(=O)CCCC(=O)O
5-oxo-ETE	CCCCCC=CCC=CCC=CC=CC(=O)CCCC(=O)O
5-oxoproline	C1CC(=O)NC1C(=O)O
5-phosphoribosyl-4-carboxy-5-aminoimidazole	C1=NC(=C(N1C2C(C(C(O2)COP(=O)(O)O)O)O)N)C(=O)O
5-phosphoribosylamine	C(C1C(C(C(O1)N)O)O)OP(=O)(O)O
5-phosphoribosylformylglycinamidine	
5-pp-inspP5	
5-tetradecenoyl-CoA	
5alpha-androstane-3,17-dione	CC12CCC(=O)CC1CCC3C2CCC4(C3CCC4=O)C
5alpha-androstane-3alpha,17beta-diol	CC12CCC(CC1CCC3C2CCC4(C3CCC4O)C)O
5alpha-cholesta-7,24-dien-3beta-ol	CC(CCC=C(C)C)C1CCC2C1(CCC3C2=CCC4C3(CCC(C4)O)C)C
5alpha-cholesta-8,24-dien-3-one	CC(CCC=C(C)C)C1CCC2C1(CCC3=C2CCC4C3(CCC(=O)C4)C)C
5alpha-cholesta-8-en-3-one	CC(C)CCCC(C)C1CCC2C1(CCC3=C2CCC4C3(CCC(=O)C4)C)C
5alpha-dihydrotestosterone-glucuronide	
5alpha-dihydrotestosterone-sulfate	
5alpha-pregnane-3,20-dione	CC(=O)C1CCC2C1(CCC3C2CCC4C3(CCC(=O)C4)C)C
5beta-cholestan-3alpha,7alpha,12alpha,24(S),27-pentol	CC(CCC(C(C)CO)O)C1CCC2C1(C(CC3C2C(CC4C3(CCC(C4)O)C)O)O)C
5beta-cholestan-3alpha,7alpha,12alpha,24(S)-tetrol	CC(C)C(CCC(C)C1CCC2C1(C(CC3C2C(CC4C3(CCC(C4)O)C)O)O)C)O
5beta-cholestan-3alpha,7alpha,12alpha-triol	
5beta-cholestan-3alpha,7alpha,24(S),27-tetrol	CC(CCC(C(C)CO)O)C1CCC2C1(CCC3C2C(CC4C3(CCC(C4)O)C)O)C
5beta-cholestan-3alpha,7alpha,24(S)-triol	CC(C)C(CCC(C)C1CCC2C1(CCC3C2C(CC4C3(CCC(C4)O)C)O)C)O
5beta-cholestan-7alpha,12alpha,24(S)-triol-3-one	CC(C)C(CCC(C)C1CCC2C1(C(CC3C2C(CC4C3(CCC(=O)C4)C)O)O)C)O
5beta-cholestan-7alpha,12alpha,27-triol-3-one	
5beta-cholestan-7alpha,24(S)-diol-3-one	CC(C)C(CCC(C)C1CCC2C1(CCC3C2C(CC4C3(CCC(=O)C4)C)O)C)O
5beta-cholestan-7alpha,27-diol-3-one	CC(CCCC(C)C1CCC2C1(CCC3C2C(CC4C3(CCC(=O)C4)C)O)C)CO
5beta-cholestane-3alpha,7alpha,12alpha,24s,25-pentol	CC(CCC(C(C)(C)O)O)C1CCC2C1(C(CC3C2C(CC4C3(CCC(C4)O)C)O)O)C
5beta-cholestane-3alpha,7alpha,12alpha,25-tetrol	CC(CCCC(C)(C)O)C1CCC2C1(C(CC3C2C(CC4C3(CCC(C4)O)C)O)O)C
5beta-cholestane-3alpha,7alpha,12alpha,26-tetrol	CC(CCCC(C)C1CCC2C1(C(CC3C2C(CC4C3(CCC(C4)O)C)O)O)C)CO
5beta-cholestane-3alpha,7alpha,12alpha,27,27-pentaol	
5beta-cholestane-3alpha,7alpha,12alpha,27-tetraol	CC(CCCC(C)C1CCC2C1(C(CC3C2C(CC4C3(CCC(C4)O)C)O)O)C)CO
5beta-cholestane-3alpha,7alpha,26-triol	CC(CCCC(C)C1CCC2C1(CCC3C2C(CC4C3(CCC(C4)O)C)O)C)CO
5beta-cholestane-3alpha,7alpha,27-triol	CC(CCCC(C)(C)O)C1CCC2C1(CCC3C2C(CC4C3(CCC(C4)O)C)O)C
5beta-cholestane-3alpha,7alpha-diol	CC(C)CCCC(C)C1CCC2C1(CCC3C2C(CC4C3(CCC(C4)O)C)O)C
6'-beta-carboxy-simvastatin-acid form	
6'-beta-carboxy-simvastatin-lactone form	
6'-beta-hydroxy simvastatin acid	
6'-beta-hydroxy simvastatin lactone	
6'-beta-hydroxy-lovastatin lactone form	
6'-beta-hydroxy-lovastatin-acid form	
6'-beta-hydroxy-methyl-simvastatin-acid form	
6'-beta-hydroxy-methyl-simvastatin-lactone form	
6'-exomethylene-lovastatin lactone form	
6'-exomethylene-lovastatin-acid form	
6'-exomethylene-simvastatin-lactone form	
6(R)-hydroxy-tetradeca-(2E,4E,8Z)-trienoate	
6(R)-hydroxy-tetradeca-(2E,8Z)-dienoate	
6(R)-hydroxy-tetradeca-(4E,8Z)-dienoate	
6(S)-hydroxy-tetradeca-(2E,4E,8Z)-trienoate	
6(S)-hydroxy-tetradeca-(2E,8Z)-dienoate	
6(S)-hydroxy-tetradeca-(4E,8Z)-dienoate	
6,7-dihydro-12-epi-LTB4	CCCCCC=CCC(C=CC=CCCC(CCCC(=O)O)O)O
6,7-dihydro-5-oxo-12-epi-LTB4	CCCCCC=CCC(C=CC=CCCC(=O)CCCC(=O)O)O
6,7-dihydro-5-oxo-LTB4	
6,7-dihydro-LTB4	
6,7-dihydroxy-1,2,3,4-tetrahydroisoquinoline	C1CNCC2=CC(=C(C=C21)O)O
6-(alpha-D-glucosaminyl)-1-phosphatidyl-1D-myo-inositol	C(C1C(C(C(C(O1)OC2C(C(C(C(C2OP(=O)(O)OCC(COC=O)OC=O)O)O)O)O)N)O)O)O
6-[(1S,2R)-1,2-dihydroxy-3-triphosphooxypropyl]-7,8-dihydropterin	C1C(=NC2=C(N1)N=C(NC2=O)N)C(C(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O
6-[2,3-dihydroxy-1-(hydroxymethyl)propyl]-1,2-dihydro-7-hydroxy-9-methoxy-cyclopenta[c][1]benzopyran-3,4-dione	COC1=C2C3=C(C(=O)CC3)C(=O)OC2=C(C(=C1)O)C(CO)C(CO)O
6-alpha-OH-gliclazide	
6-amino-2-oxohexanoate	C(CCN)CC(=O)C(=O)O
6-beta-OH-gliclazide	
6-beta-OH-gliclazide-glucuronide	
6-deoxy-L-galactose	CC1C(C(C(C(O1)O)O)O)O
6-epipravastatin	
6-hydroxy-fluvastatin	
6-hydroxy-fluvastatin-glucuronide	
6-hydroxymelatonin	CC(=O)NCCC1=CNC2=CC(=C(C=C21)OC)O
6-hydroxypaclitaxel	CC1=C2C(C(=O)C3(C(C(C(C2(C)C)(CC1OC(=O)C(C(C4=CC=CC=C4)NC(=O)C5=CC=CC=C5)O)O)OC(=O)C6=CC=CC=C6)C7(COC7C(C3O)O)OC(=O)C)C)OC(=O)C
6-lactoyl-5,6,7,8-tetrahydropterin	CC(C(=O)C1CNC2=C(N1)C(=O)NC(=N2)N)O
6-methoxy-3-methyl-2-all-trans-decaprenyl-1,4-benzoquinol	CC1=C(C(=C(C=C1O)OC)O)CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C
6-oxo-prostaglandin E1	CCCCCC(C=CC1C(CC(=O)C1CC(=O)CCCCC(=O)O)O)O
6-oxo-prostaglandin F1alpha	CCCCCC(C=CC1C(CC(C1CC(=O)CCCCC(=O)O)O)O)O
6-phospho-D-gluconate	C(C(C(C(C(C(=O)O)O)O)O)O)OP(=O)(O)O
6-pyruvoyltetrahydropterin	CC(=O)C(=O)C1CNC2=C(N1)C(=O)NC(=N2)N
6-trans-12-epi-LTB4	CCCCCC=CCC(C=CC=CC=CC(CCCC(=O)O)O)O
6-trans-LTB4	CCCCCC=CCC(C=CC=CC=CC(CCCC(=O)O)O)O
6beta-hydroxytestosterone	CC12CCC3C(C1CCC2O)CC(C4=CC(=O)CCC34C)O
7,10,13-Hexadecatrienoyl Coenzyme A	
7,10-Hexadecadienoyl Coenzyme A	
7,12-dimethylbenz[a]anthracene	CC1=C2C=CC3=CC=CC=C3C2=C(C4=CC=CC=C14)C
7,12-dimethylbenz[a]anthracene 5,6-oxide	CC1=C2C3C(O3)C4=CC=CC=C4C2=C(C5=CC=CC=C15)C
7,8-dihydro-7-hydroxy-8-S-glutathionyl-benzo[a]pyrene	C1=CC2=C3C(=C1)C=CC4=C3C(=CC5=C4C=CC(C5O)SCC(C(=O)NCC(=O)O)NC(=O)CCC(C(=O)O)N)C=C2
7,8-epoxy-(4Z,10Z)-hexadecadienoic acid	
7-Dehydrochenodeoxycholic acid; 7oxo-3alpha-hydroxy-5beta-cholan-24-oic acid	
7-Dehydrocholic acid; 7-Oxodeoxycholic acid; 7oxo-3alpha,12alpha-Dihydroxy-5beta-cholan-24-oic acid	
7-HETE	CCCCCC=CCC=CCC=CC(C=CCCCC(=O)O)O
7-Hydroxy-Octanoate	CC(CCCCCC(=O)O)O
7-Ketolithocholate	CC(CCC(=O)[O-])C1CCC2C1(CCC3C2C(=O)CC4C3(CCC(C4)O)C)C
7-Tetradecenoyl Coenzyme A	
7-alpha-OH-gliclazide	
7-beta-OH-gliclazide	
7-beta-OH-gliclazide-glucuronide	
7-carboxy-alpha-chromanol	
7-carboxy-alpha-tocotrienol	
7-carboxy-gamma-chromanol	
7-carboxy-gamma-tocotrienol	
7-dehydrodesmosterol	CC(CCC=C(C)C)C1CCC2C1(CCC3C2=CC=C4C3(CCC(C4)O)C)C
7-hexadecenoyl-CoA	CCCCCCCCC=CCCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O
